slot,time_us,sta_id,mode,primary_cw,primary_backoff_counter,primary_backoff_stage,primary_retry_counter,npca_cw,npca_backoff_counter,npca_backoff_stage,npca_retry_counter,npca_timer,saved_primary_cw,saved_primary_backoff_counter,primary_obss_remain,npca_obss_remain,tx_channel,tx_type,tx_success,failure_reason,packet_id,retry_count,snr_db,effective_snr_db,harq_combining_count,action_taken,npca_transition_start,switch_back_start
0,0.0,0,PRIMARY_BACKOFF,15,3,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
0,0.0,1,PRIMARY_BACKOFF,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,,,1,0,25.0,,,,False,False
1,9.0,0,PRIMARY_BACKOFF,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
1,9.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
2,18.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
2,18.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
3,27.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
3,27.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
4,36.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
4,36.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
5,45.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
5,45.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
6,54.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
6,54.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
7,63.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
7,63.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
8,72.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
8,72.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
9,81.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
9,81.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
10,90.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
10,90.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
11,99.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
11,99.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
12,108.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
12,108.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
13,117.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
13,117.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
14,126.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
14,126.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
15,135.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
15,135.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
16,144.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
16,144.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
17,153.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
17,153.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
18,162.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
18,162.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
19,171.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
19,171.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
20,180.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
20,180.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,True,NONE,1,0,25.0,25.0,0,,False,False
21,189.0,0,PRIMARY_BACKOFF,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
21,189.0,1,PRIMARY_BACKOFF,15,3,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
22,198.0,0,PRIMARY_BACKOFF,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
22,198.0,1,PRIMARY_BACKOFF,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
23,207.0,0,PRIMARY_BACKOFF,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,,,2,0,25.0,,,,False,False
23,207.0,1,PRIMARY_BACKOFF,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
24,216.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
24,216.0,1,PRIMARY_BACKOFF,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
25,225.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
25,225.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
26,234.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
26,234.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
27,243.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
27,243.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
28,252.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
28,252.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
29,261.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
29,261.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
30,270.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
30,270.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
31,279.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
31,279.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
32,288.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
32,288.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
33,297.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
33,297.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
34,306.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
34,306.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
35,315.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
35,315.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
36,324.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
36,324.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
37,333.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
37,333.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
38,342.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
38,342.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
39,351.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
39,351.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
40,360.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
40,360.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
41,369.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
41,369.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
42,378.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
42,378.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
43,387.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,True,NONE,2,0,25.0,25.0,0,,False,False
43,387.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
44,396.0,0,PRIMARY_BACKOFF,15,6,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
44,396.0,1,PRIMARY_BACKOFF,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,,,3,0,25.0,,,,False,False
45,405.0,0,PRIMARY_BACKOFF,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
45,405.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
46,414.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
46,414.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
47,423.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
47,423.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
48,432.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
48,432.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
49,441.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
49,441.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
50,450.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
50,450.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
51,459.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
51,459.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
52,468.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
52,468.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
53,477.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
53,477.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
54,486.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
54,486.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
55,495.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
55,495.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
56,504.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
56,504.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
57,513.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
57,513.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
58,522.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
58,522.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
59,531.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
59,531.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
60,540.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
60,540.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
61,549.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
61,549.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
62,558.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
62,558.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
63,567.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
63,567.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
64,576.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
64,576.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,True,NONE,3,0,25.0,25.0,0,,False,False
65,585.0,0,PRIMARY_BACKOFF,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
65,585.0,1,PRIMARY_BACKOFF,15,13,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
66,594.0,0,PRIMARY_BACKOFF,15,4,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
66,594.0,1,PRIMARY_BACKOFF,15,12,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
67,603.0,0,PRIMARY_BACKOFF,15,3,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
67,603.0,1,PRIMARY_BACKOFF,15,11,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
68,612.0,0,PRIMARY_BACKOFF,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
68,612.0,1,PRIMARY_BACKOFF,15,10,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
69,621.0,0,PRIMARY_BACKOFF,15,1,0,0,15,0,0,0,0,,,39,0,,,,,,,,,,TX_NEW_NPCA,True,False
69,621.0,1,PRIMARY_BACKOFF,15,9,0,0,15,0,0,0,0,,,39,0,,,,,,,,,,TX_NEW_NPCA,True,False
70,630.0,0,NPCA_SWITCHING,15,1,0,0,15,13,0,0,38,15,1,38,0,,,,,,,,,,,False,False
70,630.0,1,NPCA_SWITCHING,15,9,0,0,15,10,0,0,38,15,9,38,0,,,,,,,,,,,False,False
71,639.0,0,NPCA_BACKOFF,15,1,0,0,15,13,0,0,37,15,1,37,0,,,,,,,,,,,False,False
